formula,formulaA,formulaB,stable
Np0.2 Xe0.8,Np,Xe,0
Ta0.2 Xe0.8,Ta,Xe,0
Ag0.2 Xe0.8,Ag,Xe,0
W0.2 Xe0.8,W,Xe,0
Mo0.2 Xe0.8,Mo,Xe,0
Pt0.2 Xe0.8,Pt,Xe,0
Zn0.2 Xe0.8,Zn,Xe,0
Re0.2 Xe0.8,Re,Xe,0
Pd0.2 Xe0.8,Pd,Xe,0
Ir0.2 Xe0.8,Ir,Xe,0
Os0.2 Xe0.8,Os,Xe,0
V0.2 Xe0.8,V,Xe,0
Rh0.2 Xe0.8,Rh,Xe,0
Cr0.2 Xe0.8,Cr,Xe,0
Ni0.2 Xe0.8,Ni,Xe,0
C0.2 Xe0.8,C,Xe,0
Be0.2 Xe0.8,Be,Xe,0
B0.2 Xe0.8,B,Xe,0
K0.2 Cs0.8,K,Cs,0
Ba0.2 Cs0.8,Ba,Cs,0
Sr0.2 Cs0.8,Sr,Cs,0
Yb0.2 Cs0.8,Yb,Cs,0
Ca0.2 Cs0.8,Ca,Cs,0
Br0.2 Cs0.8,Br,Cs,1
Na0.2 Cs0.8,Na,Cs,0
Xe0.2 Cs0.8,Xe,Cs,0
Bi0.2 Cs0.8,Bi,Cs,0
Ce0.2 Cs0.8,Ce,Cs,0
Y0.2 Cs0.8,Y,Cs,0
Tb0.2 Cs0.8,Tb,Cs,0
Ho0.2 Cs0.8,Ho,Cs,0
Lu0.2 Cs0.8,Lu,Cs,0
Se0.2 Cs0.8,Se,Cs,0
S0.2 Cs0.8,S,Cs,0
In0.2 Cs0.8,In,Cs,1
Pa0.2 Cs0.8,Pa,Cs,0
Zr0.2 Cs0.8,Zr,Cs,0
Mg0.2 Cs0.8,Mg,Cs,0
As0.2 Cs0.8,As,Cs,1
U0.2 Cs0.8,U,Cs,0
Np0.2 Cs0.8,Np,Cs,0
Nb0.2 Cs0.8,Nb,Cs,0
Ti0.2 Cs0.8,Ti,Cs,0
W0.2 Cs0.8,W,Cs,0
Mo0.2 Cs0.8,Mo,Cs,0
Zn0.2 Cs0.8,Zn,Cs,0
Rh0.2 Cs0.8,Rh,Cs,0
He0.2 Rb0.8,He,Rb,0
Ne0.2 Rb0.8,Ne,Rb,0
Kr0.2 Rb0.8,Kr,Rb,0
Cs0.2 Rb0.8,Cs,Rb,0
Sr0.2 Rb0.8,Sr,Rb,0
Eu0.2 Rb0.8,Eu,Rb,0
I0.2 Rb0.8,I,Rb,1
Br0.2 Rb0.8,Br,Rb,0
Ac0.2 Rb0.8,Ac,Rb,0
Ar0.2 Rb0.8,Ar,Rb,0
Gd0.2 Rb0.8,Gd,Rb,0
Tb0.2 Rb0.8,Tb,Rb,0
Dy0.2 Rb0.8,Dy,Rb,0
Lu0.2 Rb0.8,Lu,Rb,0
Tl0.2 Rb0.8,Tl,Rb,0
P0.2 Rb0.8,P,Rb,0
Se0.2 Rb0.8,Se,Rb,0
In0.2 Rb0.8,In,Rb,1
Pa0.2 Rb0.8,Pa,Rb,0
Hg0.2 Rb0.8,Hg,Rb,1
Mg0.2 Rb0.8,Mg,Rb,0
Cd0.2 Rb0.8,Cd,Rb,0
Ti0.2 Rb0.8,Ti,Rb,0
Au0.2 Rb0.8,Au,Rb,1
Mo0.2 Rb0.8,Mo,Rb,0
Pt0.2 Rb0.8,Pt,Rb,0
Zn0.2 Rb0.8,Zn,Rb,0
Tc0.2 Rb0.8,Tc,Rb,0
Os0.2 Rb0.8,Os,Rb,0
Rh0.2 Rb0.8,Rh,Rb,0
Mn0.2 Rb0.8,Mn,Rb,0
Ni0.2 Rb0.8,Ni,Rb,0
C0.2 Rb0.8,C,Rb,0
Be0.2 Rb0.8,Be,Rb,0
B0.2 Rb0.8,B,Rb,0
Ne0.2 K0.8,Ne,K,0
Rb0.2 K0.8,Rb,K,0
Br0.2 K0.8,Br,K,0
La0.2 K0.8,La,K,0
Pm0.2 K0.8,Pm,K,0
Ho0.2 K0.8,Ho,K,0
Tm0.2 K0.8,Tm,K,0
Tl0.2 K0.8,Tl,K,0
P0.2 K0.8,P,K,1
Sc0.2 K0.8,Sc,K,0
Zr0.2 K0.8,Zr,K,0
Li0.2 K0.8,Li,K,0
U0.2 K0.8,U,K,0
Np0.2 K0.8,Np,K,0
Nb0.2 K0.8,Nb,K,0
Ag0.2 K0.8,Ag,K,0
Au0.2 K0.8,Au,K,1
W0.2 K0.8,W,K,0
Ir0.2 K0.8,Ir,K,0
Rh0.2 K0.8,Rh,K,0
Mn0.2 K0.8,Mn,K,0
Cr0.2 K0.8,Cr,K,0
Cu0.2 K0.8,Cu,K,0
Ne0.2 Ba0.8,Ne,Ba,0
Rb0.2 Ba0.8,Rb,Ba,0
Sr0.2 Ba0.8,Sr,Ba,0
Yb0.2 Ba0.8,Yb,Ba,0
Br0.2 Ba0.8,Br,Ba,0
Ac0.2 Ba0.8,Ac,Ba,0
Ce0.2 Ba0.8,Ce,Ba,0
Nd0.2 Ba0.8,Nd,Ba,0
Sm0.2 Ba0.8,Sm,Ba,0
Te0.2 Ba0.8,Te,Ba,0
Er0.2 Ba0.8,Er,Ba,0
Sb0.2 Ba0.8,Sb,Ba,1
Tm0.2 Ba0.8,Tm,Ba,0
P0.2 Ba0.8,P,Ba,1
In0.2 Ba0.8,In,Ba,1
Np0.2 Ba0.8,Np,Ba,0
Ta0.2 Ba0.8,Ta,Ba,0
Ti0.2 Ba0.8,Ti,Ba,0
Ag0.2 Ba0.8,Ag,Ba,1
Au0.2 Ba0.8,Au,Ba,1
Al0.2 Ba0.8,Al,Ba,1
W0.2 Ba0.8,W,Ba,0
V0.2 Ba0.8,V,Ba,0
Rh0.2 Ba0.8,Rh,Ba,0
Cr0.2 Ba0.8,Cr,Ba,0
Cu0.2 Ba0.8,Cu,Ba,0
Fe0.2 Ba0.8,Fe,Ba,0
Ni0.2 Ba0.8,Ni,Ba,0
C0.2 Ba0.8,C,Ba,0
Kr0.2 Sr0.8,Kr,Sr,0
Eu0.2 Sr0.8,Eu,Sr,0
Yb0.2 Sr0.8,Yb,Sr,0
I0.2 Sr0.8,I,Sr,0
Ar0.2 Sr0.8,Ar,Sr,0
Ce0.2 Sr0.8,Ce,Sr,0
Nd0.2 Sr0.8,Nd,Sr,0
Sm0.2 Sr0.8,Sm,Sr,0
Pm0.2 Sr0.8,Pm,Sr,0
Gd0.2 Sr0.8,Gd,Sr,0
Y0.2 Sr0.8,Y,Sr,0
Ho0.2 Sr0.8,Ho,Sr,0
Sb0.2 Sr0.8,Sb,Sr,0
Tm0.2 Sr0.8,Tm,Sr,0
Lu0.2 Sr0.8,Lu,Sr,0
Sn0.2 Sr0.8,Sn,Sr,1
Pa0.2 Sr0.8,Pa,Sr,0
Hg0.2 Sr0.8,Hg,Sr,1
Zr0.2 Sr0.8,Zr,Sr,0
Ge0.2 Sr0.8,Ge,Sr,0
U0.2 Sr0.8,U,Sr,0
Ti0.2 Sr0.8,Ti,Sr,0
W0.2 Sr0.8,W,Sr,0
Pt0.2 Sr0.8,Pt,Sr,1
Re0.2 Sr0.8,Re,Sr,0
Tc0.2 Sr0.8,Tc,Sr,0
Os0.2 Sr0.8,Os,Sr,0
V0.2 Sr0.8,V,Sr,0
Ru0.2 Sr0.8,Ru,Sr,0
Cu0.2 Sr0.8,Cu,Sr,1
Fe0.2 Sr0.8,Fe,Sr,0
Ni0.2 Sr0.8,Ni,Sr,0
Be0.2 Sr0.8,Be,Sr,0
B0.2 Sr0.8,B,Sr,0
Ne0.2 Eu0.8,Ne,Eu,0
Cs0.2 Eu0.8,Cs,Eu,0
K0.2 Eu0.8,K,Eu,0
Yb0.2 Eu0.8,Yb,Eu,0
Ca0.2 Eu0.8,Ca,Eu,0
Na0.2 Eu0.8,Na,Eu,0
La0.2 Eu0.8,La,Eu,0
Ac0.2 Eu0.8,Ac,Eu,0
Ar0.2 Eu0.8,Ar,Eu,0
Nd0.2 Eu0.8,Nd,Eu,0
Sm0.2 Eu0.8,Sm,Eu,0
Gd0.2 Eu0.8,Gd,Eu,0
Tb0.2 Eu0.8,Tb,Eu,0
Er0.2 Eu0.8,Er,Eu,0
Pb0.2 Eu0.8,Pb,Eu,1
Tm0.2 Eu0.8,Tm,Eu,0
Se0.2 Eu0.8,Se,Eu,0
S0.2 Eu0.8,S,Eu,0
Sn0.2 Eu0.8,Sn,Eu,1
In0.2 Eu0.8,In,Eu,0
Zr0.2 Eu0.8,Zr,Eu,0
U0.2 Eu0.8,U,Eu,0
W0.2 Eu0.8,W,Eu,0
Mo0.2 Eu0.8,Mo,Eu,0
Ir0.2 Eu0.8,Ir,Eu,0
Rh0.2 Eu0.8,Rh,Eu,0
Cr0.2 Eu0.8,Cr,Eu,0
Cu0.2 Eu0.8,Cu,Eu,1
Co0.2 Eu0.8,Co,Eu,0
C0.2 Eu0.8,C,Eu,0
Be0.2 Eu0.8,Be,Eu,0
B0.2 Eu0.8,B,Eu,0
He0.2 Yb0.8,He,Yb,0
Ne0.2 Yb0.8,Ne,Yb,0
K0.2 Yb0.8,K,Yb,0
Br0.2 Yb0.8,Br,Yb,0
La0.2 Yb0.8,La,Yb,0
Ar0.2 Yb0.8,Ar,Yb,0
Xe0.2 Yb0.8,Xe,Yb,0
Bi0.2 Yb0.8,Bi,Yb,0
Pm0.2 Yb0.8,Pm,Yb,0
Y0.2 Yb0.8,Y,Yb,0
Tb0.2 Yb0.8,Tb,Yb,0
Ho0.2 Yb0.8,Ho,Yb,0
Er0.2 Yb0.8,Er,Yb,0
Pb0.2 Yb0.8,Pb,Yb,1
Sb0.2 Yb0.8,Sb,Yb,0
Lu0.2 Yb0.8,Lu,Yb,0
Tl0.2 Yb0.8,Tl,Yb,1
Sn0.2 Yb0.8,Sn,Yb,1
In0.2 Yb0.8,In,Yb,1
Cd0.2 Yb0.8,Cd,Yb,1
Li0.2 Yb0.8,Li,Yb,0
Ga0.2 Yb0.8,Ga,Yb,1
Ag0.2 Yb0.8,Ag,Yb,1
W0.2 Yb0.8,W,Yb,0
Zn0.2 Yb0.8,Zn,Yb,0
Pd0.2 Yb0.8,Pd,Yb,1
Tc0.2 Yb0.8,Tc,Yb,0
V0.2 Yb0.8,V,Yb,0
Rh0.2 Yb0.8,Rh,Yb,0
Cr0.2 Yb0.8,Cr,Yb,0
Ni0.2 Yb0.8,Ni,Yb,1
Be0.2 Yb0.8,Be,Yb,0
B0.2 Yb0.8,B,Yb,0
Ne0.2 Ca0.8,Ne,Ca,0
K0.2 Ca0.8,K,Ca,0
Sr0.2 Ca0.8,Sr,Ca,0
Yb0.2 Ca0.8,Yb,Ca,0
I0.2 Ca0.8,I,Ca,0
Br0.2 Ca0.8,Br,Ca,0
La0.2 Ca0.8,La,Ca,0
Ac0.2 Ca0.8,Ac,Ca,0
Ar0.2 Ca0.8,Ar,Ca,0
Xe0.2 Ca0.8,Xe,Ca,0
Nd0.2 Ca0.8,Nd,Ca,0
Sm0.2 Ca0.8,Sm,Ca,0
Gd0.2 Ca0.8,Gd,Ca,0
Y0.2 Ca0.8,Y,Ca,0
Dy0.2 Ca0.8,Dy,Ca,0
Er0.2 Ca0.8,Er,Ca,0
Sb0.2 Ca0.8,Sb,Ca,0
Tm0.2 Ca0.8,Tm,Ca,0
Tl0.2 Ca0.8,Tl,Ca,1
P0.2 Ca0.8,P,Ca,1
Se0.2 Ca0.8,Se,Ca,0
S0.2 Ca0.8,S,Ca,0
Sn0.2 Ca0.8,Sn,Ca,1
Pa0.2 Ca0.8,Pa,Ca,0
Hg0.2 Ca0.8,Hg,Ca,1
Zr0.2 Ca0.8,Zr,Ca,0
Ge0.2 Ca0.8,Ge,Ca,0
As0.2 Ca0.8,As,Ca,1
Cd0.2 Ca0.8,Cd,Ca,0
Ga0.2 Ca0.8,Ga,Ca,1
Np0.2 Ca0.8,Np,Ca,0
Nb0.2 Ca0.8,Nb,Ca,0
Ag0.2 Ca0.8,Ag,Ca,1
Au0.2 Ca0.8,Au,Ca,1
W0.2 Ca0.8,W,Ca,0
Pt0.2 Ca0.8,Pt,Ca,1
Re0.2 Ca0.8,Re,Ca,0
Pd0.2 Ca0.8,Pd,Ca,1
Os0.2 Ca0.8,Os,Ca,0
Ru0.2 Ca0.8,Ru,Ca,0
Cr0.2 Ca0.8,Cr,Ca,0
Cu0.2 Ca0.8,Cu,Ca,1
Ni0.2 Ca0.8,Ni,Ca,1
Ba0.2 I0.8,Ba,I,0
Eu0.2 I0.8,Eu,I,0
Yb0.2 I0.8,Yb,I,0
La0.2 I0.8,La,I,0
Xe0.2 I0.8,Xe,I,0
Ce0.2 I0.8,Ce,I,0
Te0.2 I0.8,Te,I,0
Gd0.2 I0.8,Gd,I,0
Tb0.2 I0.8,Tb,I,0
Dy0.2 I0.8,Dy,I,0
Lu0.2 I0.8,Lu,I,0
Se0.2 I0.8,Se,I,0
Sn0.2 I0.8,Sn,I,0
In0.2 I0.8,In,I,0
Sc0.2 I0.8,Sc,I,0
Pa0.2 I0.8,Pa,I,0
Np0.2 I0.8,Np,I,0
Ti0.2 I0.8,Ti,I,0
Au0.2 I0.8,Au,I,0
Pt0.2 I0.8,Pt,I,0
Pd0.2 I0.8,Pd,I,0
Tc0.2 I0.8,Tc,I,0
Ru0.2 I0.8,Ru,I,0
Co0.2 I0.8,Co,I,0
Sr0.2 Br0.8,Sr,Br,0
Eu0.2 Br0.8,Eu,Br,0
I0.2 Br0.8,I,Br,0
Ac0.2 Br0.8,Ac,Br,0
Pr0.2 Br0.8,Pr,Br,0
Ce0.2 Br0.8,Ce,Br,0
Nd0.2 Br0.8,Nd,Br,0
Te0.2 Br0.8,Te,Br,0
Ho0.2 Br0.8,Ho,Br,0
Er0.2 Br0.8,Er,Br,0
Sb0.2 Br0.8,Sb,Br,0
Tm0.2 Br0.8,Tm,Br,0
Lu0.2 Br0.8,Lu,Br,0
Se0.2 Br0.8,Se,Br,0
In0.2 Br0.8,In,Br,0
Hg0.2 Br0.8,Hg,Br,0
As0.2 Br0.8,As,Br,0
Cd0.2 Br0.8,Cd,Br,0
U0.2 Br0.8,U,Br,0
Ga0.2 Br0.8,Ga,Br,0
Np0.2 Br0.8,Np,Br,0
Ta0.2 Br0.8,Ta,Br,0
Ti0.2 Br0.8,Ti,Br,0
Ag0.2 Br0.8,Ag,Br,0
Al0.2 Br0.8,Al,Br,0
Pt0.2 Br0.8,Pt,Br,0
Re0.2 Br0.8,Re,Br,0
V0.2 Br0.8,V,Br,0
Ru0.2 Br0.8,Ru,Br,0
Cu0.2 Br0.8,Cu,Br,0
Fe0.2 Br0.8,Fe,Br,0
Be0.2 Br0.8,Be,Br,0
Kr0.2 Na0.8,Kr,Na,0
K0.2 Na0.8,K,Na,0
Ba0.2 Na0.8,Ba,Na,0
La0.2 Na0.8,La,Na,0
Ac0.2 Na0.8,Ac,Na,0
Bi0.2 Na0.8,Bi,Na,0
Pr0.2 Na0.8,Pr,Na,0
Sm0.2 Na0.8,Sm,Na,0
Te0.2 Na0.8,Te,Na,1
Pm0.2 Na0.8,Pm,Na,0
Dy0.2 Na0.8,Dy,Na,0
Er0.2 Na0.8,Er,Na,0
P0.2 Na0.8,P,Na,1
S0.2 Na0.8,S,Na,0
Sc0.2 Na0.8,Sc,Na,0
Hg0.2 Na0.8,Hg,Na,0
Zr0.2 Na0.8,Zr,Na,0
Ge0.2 Na0.8,Ge,Na,0
Cd0.2 Na0.8,Cd,Na,1
Li0.2 Na0.8,Li,Na,0
U0.2 Na0.8,U,Na,0
Si0.2 Na0.8,Si,Na,0
Np0.2 Na0.8,Np,Na,0
Nb0.2 Na0.8,Nb,Na,0
Ag0.2 Na0.8,Ag,Na,0
Mo0.2 Na0.8,Mo,Na,0
Re0.2 Na0.8,Re,Na,0
Tc0.2 Na0.8,Tc,Na,0
Ir0.2 Na0.8,Ir,Na,0
Os0.2 Na0.8,Os,Na,0
V0.2 Na0.8,V,Na,0
Rh0.2 Na0.8,Rh,Na,0
Mn0.2 Na0.8,Mn,Na,0
Fe0.2 Na0.8,Fe,Na,0
C0.2 Na0.8,C,Na,0
B0.2 Na0.8,B,Na,0
Ne0.2 La0.8,Ne,La,0
Cs0.2 La0.8,Cs,La,0
Rb0.2 La0.8,Rb,La,0
Ba0.2 La0.8,Ba,La,0
Sr0.2 La0.8,Sr,La,0
Br0.2 La0.8,Br,La,1
Ac0.2 La0.8,Ac,La,0
Xe0.2 La0.8,Xe,La,0
Bi0.2 La0.8,Bi,La,1
Pr0.2 La0.8,Pr,La,0
Gd0.2 La0.8,Gd,La,0
Er0.2 La0.8,Er,La,0
Pb0.2 La0.8,Pb,La,1
Tm0.2 La0.8,Tm,La,0
Lu0.2 La0.8,Lu,La,0
P0.2 La0.8,P,La,1
S0.2 La0.8,S,La,0
Sc0.2 La0.8,Sc,La,0
Pa0.2 La0.8,Pa,La,0
Hg0.2 La0.8,Hg,La,1
Mg0.2 La0.8,Mg,La,1
Si0.2 La0.8,Si,La,0
Ga0.2 La0.8,Ga,La,0
Zn0.2 La0.8,Zn,La,1
Tc0.2 La0.8,Tc,La,0
Cr0.2 La0.8,Cr,La,0
Fe0.2 La0.8,Fe,La,0
C0.2 La0.8,C,La,0
B0.2 La0.8,B,La,1
He0.2 Ac0.8,He,Ac,0
Ne0.2 Ac0.8,Ne,Ac,0
Sr0.2 Ac0.8,Sr,Ac,0
Yb0.2 Ac0.8,Yb,Ac,0
I0.2 Ac0.8,I,Ac,1
Ar0.2 Ac0.8,Ar,Ac,0
Ce0.2 Ac0.8,Ce,Ac,0
Sm0.2 Ac0.8,Sm,Ac,0
Te0.2 Ac0.8,Te,Ac,1
Th0.2 Ac0.8,Th,Ac,0
Dy0.2 Ac0.8,Dy,Ac,0
Pb0.2 Ac0.8,Pb,Ac,0
Lu0.2 Ac0.8,Lu,Ac,0
P0.2 Ac0.8,P,Ac,0
S0.2 Ac0.8,S,Ac,0
Sc0.2 Ac0.8,Sc,Ac,0
Hg0.2 Ac0.8,Hg,Ac,1
Zr0.2 Ac0.8,Zr,Ac,0
Mg0.2 Ac0.8,Mg,Ac,1
Ge0.2 Ac0.8,Ge,Ac,1
Si0.2 Ac0.8,Si,Ac,1
Ga0.2 Ac0.8,Ga,Ac,1
Np0.2 Ac0.8,Np,Ac,0
Ta0.2 Ac0.8,Ta,Ac,0
Au0.2 Ac0.8,Au,Ac,1
Pt0.2 Ac0.8,Pt,Ac,0
Tc0.2 Ac0.8,Tc,Ac,0
Mn0.2 Ac0.8,Mn,Ac,0
Cr0.2 Ac0.8,Cr,Ac,0
Cu0.2 Ac0.8,Cu,Ac,0
Co0.2 Ac0.8,Co,Ac,0
B0.2 Ac0.8,B,Ac,0
Ne0.2 Bi0.8,Ne,Bi,0
K0.2 Bi0.8,K,Bi,1
Ba0.2 Bi0.8,Ba,Bi,0
Sr0.2 Bi0.8,Sr,Bi,0
Eu0.2 Bi0.8,Eu,Bi,0
Br0.2 Bi0.8,Br,Bi,1
Ac0.2 Bi0.8,Ac,Bi,0
Nd0.2 Bi0.8,Nd,Bi,0
Te0.2 Bi0.8,Te,Bi,0
Pm0.2 Bi0.8,Pm,Bi,0
Gd0.2 Bi0.8,Gd,Bi,0
Dy0.2 Bi0.8,Dy,Bi,0
Sb0.2 Bi0.8,Sb,Bi,0
Tm0.2 Bi0.8,Tm,Bi,0
Lu0.2 Bi0.8,Lu,Bi,0
P0.2 Bi0.8,P,Bi,0
S0.2 Bi0.8,S,Bi,0
Zr0.2 Bi0.8,Zr,Bi,0
Ge0.2 Bi0.8,Ge,Bi,0
Mo0.2 Bi0.8,Mo,Bi,0
Re0.2 Bi0.8,Re,Bi,0
Ru0.2 Bi0.8,Ru,Bi,0
Mn0.2 Bi0.8,Mn,Bi,0
Cr0.2 Bi0.8,Cr,Bi,0
C0.2 Bi0.8,C,Bi,0
Kr0.2 Pr0.8,Kr,Pr,0
Rb0.2 Pr0.8,Rb,Pr,0
Ba0.2 Pr0.8,Ba,Pr,0
Sr0.2 Pr0.8,Sr,Pr,0
Eu0.2 Pr0.8,Eu,Pr,0
I0.2 Pr0.8,I,Pr,1
Ac0.2 Pr0.8,Ac,Pr,0
Xe0.2 Pr0.8,Xe,Pr,0
Bi0.2 Pr0.8,Bi,Pr,0
Nd0.2 Pr0.8,Nd,Pr,0
Sm0.2 Pr0.8,Sm,Pr,0
Dy0.2 Pr0.8,Dy,Pr,0
Ho0.2 Pr0.8,Ho,Pr,0
Sb0.2 Pr0.8,Sb,Pr,0
Tm0.2 Pr0.8,Tm,Pr,0
Lu0.2 Pr0.8,Lu,Pr,0
P0.2 Pr0.8,P,Pr,1
S0.2 Pr0.8,S,Pr,0
In0.2 Pr0.8,In,Pr,1
Pa0.2 Pr0.8,Pa,Pr,0
Mg0.2 Pr0.8,Mg,Pr,1
Ge0.2 Pr0.8,Ge,Pr,0
U0.2 Pr0.8,U,Pr,0
Ti0.2 Pr0.8,Ti,Pr,0
Au0.2 Pr0.8,Au,Pr,0
W0.2 Pr0.8,W,Pr,0
Pd0.2 Pr0.8,Pd,Pr,1
Os0.2 Pr0.8,Os,Pr,0
Ru0.2 Pr0.8,Ru,Pr,0
Cr0.2 Pr0.8,Cr,Pr,0
Cu0.2 Pr0.8,Cu,Pr,1
C0.2 Pr0.8,C,Pr,0
Be0.2 Pr0.8,Be,Pr,0
Ne0.2 Ce0.8,Ne,Ce,0
Eu0.2 Ce0.8,Eu,Ce,0
Yb0.2 Ce0.8,Yb,Ce,0
Ca0.2 Ce0.8,Ca,Ce,0
Na0.2 Ce0.8,Na,Ce,0
La0.2 Ce0.8,La,Ce,0
Bi0.2 Ce0.8,Bi,Ce,0
Sm0.2 Ce0.8,Sm,Ce,0
Pm0.2 Ce0.8,Pm,Ce,0
Gd0.2 Ce0.8,Gd,Ce,0
Tb0.2 Ce0.8,Tb,Ce,0
Dy0.2 Ce0.8,Dy,Ce,0
Pb0.2 Ce0.8,Pb,Ce,1
Sb0.2 Ce0.8,Sb,Ce,0
S0.2 Ce0.8,S,Ce,0
Sc0.2 Ce0.8,Sc,Ce,0
Zr0.2 Ce0.8,Zr,Ce,0
Mg0.2 Ce0.8,Mg,Ce,1
Ge0.2 Ce0.8,Ge,Ce,1
Cd0.2 Ce0.8,Cd,Ce,1
Li0.2 Ce0.8,Li,Ce,0
U0.2 Ce0.8,U,Ce,0
Ga0.2 Ce0.8,Ga,Ce,1
Au0.2 Ce0.8,Au,Ce,1
Al0.2 Ce0.8,Al,Ce,1
Mo0.2 Ce0.8,Mo,Ce,0
Zn0.2 Ce0.8,Zn,Ce,1
Ir0.2 Ce0.8,Ir,Ce,1
Os0.2 Ce0.8,Os,Ce,0
Co0.2 Ce0.8,Co,Ce,0
C0.2 Ce0.8,C,Ce,0
Be0.2 Ce0.8,Be,Ce,0
B0.2 Ce0.8,B,Ce,1
He0.2 Nd0.8,He,Nd,0
Cs0.2 Nd0.8,Cs,Nd,0
Rb0.2 Nd0.8,Rb,Nd,0
K0.2 Nd0.8,K,Nd,0
Yb0.2 Nd0.8,Yb,Nd,0
I0.2 Nd0.8,I,Nd,1
Na0.2 Nd0.8,Na,Nd,0
La0.2 Nd0.8,La,Nd,0
Ac0.2 Nd0.8,Ac,Nd,0
Ce0.2 Nd0.8,Ce,Nd,0
Te0.2 Nd0.8,Te,Nd,1
Th0.2 Nd0.8,Th,Nd,0
Tb0.2 Nd0.8,Tb,Nd,0
Ho0.2 Nd0.8,Ho,Nd,0
Er0.2 Nd0.8,Er,Nd,0
Sb0.2 Nd0.8,Sb,Nd,0
P0.2 Nd0.8,P,Nd,1
Sn0.2 Nd0.8,Sn,Nd,1
In0.2 Nd0.8,In,Nd,1
Hg0.2 Nd0.8,Hg,Nd,0
Zr0.2 Nd0.8,Zr,Nd,0
Ge0.2 Nd0.8,Ge,Nd,0
Li0.2 Nd0.8,Li,Nd,0
Nb0.2 Nd0.8,Nb,Nd,0
Au0.2 Nd0.8,Au,Nd,1
Pt0.2 Nd0.8,Pt,Nd,1
Zn0.2 Nd0.8,Zn,Nd,1
Re0.2 Nd0.8,Re,Nd,0
V0.2 Nd0.8,V,Nd,0
Ru0.2 Nd0.8,Ru,Nd,0
Cr0.2 Nd0.8,Cr,Nd,0
Ni0.2 Nd0.8,Ni,Nd,1
He0.2 Sm0.8,He,Sm,0
Rb0.2 Sm0.8,Rb,Sm,0
Yb0.2 Sm0.8,Yb,Sm,0
La0.2 Sm0.8,La,Sm,0
Ar0.2 Sm0.8,Ar,Sm,0
Xe0.2 Sm0.8,Xe,Sm,0
Bi0.2 Sm0.8,Bi,Sm,0
Nd0.2 Sm0.8,Nd,Sm,0
Te0.2 Sm0.8,Te,Sm,1
Gd0.2 Sm0.8,Gd,Sm,0
Y0.2 Sm0.8,Y,Sm,0
Er0.2 Sm0.8,Er,Sm,0
Sb0.2 Sm0.8,Sb,Sm,0
Tm0.2 Sm0.8,Tm,Sm,0
Lu0.2 Sm0.8,Lu,Sm,0
Tl0.2 Sm0.8,Tl,Sm,1
Sn0.2 Sm0.8,Sn,Sm,1
As0.2 Sm0.8,As,Sm,0
Li0.2 Sm0.8,Li,Sm,0
Si0.2 Sm0.8,Si,Sm,0
Np0.2 Sm0.8,Np,Sm,0
Nb0.2 Sm0.8,Nb,Sm,0
Ag0.2 Sm0.8,Ag,Sm,1
Mo0.2 Sm0.8,Mo,Sm,0
Pd0.2 Sm0.8,Pd,Sm,1
Mn0.2 Sm0.8,Mn,Sm,0
Cu0.2 Sm0.8,Cu,Sm,1
Fe0.2 Sm0.8,Fe,Sm,0
Co0.2 Sm0.8,Co,Sm,1
Ni0.2 Sm0.8,Ni,Sm,1
Be0.2 Sm0.8,Be,Sm,0
K0.2 Te0.8,K,Te,0
Sr0.2 Te0.8,Sr,Te,0
Eu0.2 Te0.8,Eu,Te,0
Yb0.2 Te0.8,Yb,Te,0
La0.2 Te0.8,La,Te,0
Ar0.2 Te0.8,Ar,Te,0
Pr0.2 Te0.8,Pr,Te,0
Ce0.2 Te0.8,Ce,Te,0
Pm0.2 Te0.8,Pm,Te,0
Gd0.2 Te0.8,Gd,Te,0
Th0.2 Te0.8,Th,Te,0
Ho0.2 Te0.8,Ho,Te,0
Tl0.2 Te0.8,Tl,Te,0
P0.2 Te0.8,P,Te,0
S0.2 Te0.8,S,Te,0
Sn0.2 Te0.8,Sn,Te,0
Sc0.2 Te0.8,Sc,Te,0
Pa0.2 Te0.8,Pa,Te,1
Zr0.2 Te0.8,Zr,Te,1
Mg0.2 Te0.8,Mg,Te,0
Ge0.2 Te0.8,Ge,Te,0
Cd0.2 Te0.8,Cd,Te,0
Li0.2 Te0.8,Li,Te,0
U0.2 Te0.8,U,Te,0
Si0.2 Te0.8,Si,Te,0
Ga0.2 Te0.8,Ga,Te,0
Ta0.2 Te0.8,Ta,Te,0
Ag0.2 Te0.8,Ag,Te,0
Au0.2 Te0.8,Au,Te,0
W0.2 Te0.8,W,Te,0
Mo0.2 Te0.8,Mo,Te,0
Zn0.2 Te0.8,Zn,Te,0
Pd0.2 Te0.8,Pd,Te,1
Tc0.2 Te0.8,Tc,Te,0
Ir0.2 Te0.8,Ir,Te,0
V0.2 Te0.8,V,Te,0
Mn0.2 Te0.8,Mn,Te,0
Cu0.2 Te0.8,Cu,Te,0
Fe0.2 Te0.8,Fe,Te,0
Co0.2 Te0.8,Co,Te,0
B0.2 Te0.8,B,Te,0
Rb0.2 Pm0.8,Rb,Pm,0
Ba0.2 Pm0.8,Ba,Pm,0
I0.2 Pm0.8,I,Pm,1
Br0.2 Pm0.8,Br,Pm,1
Ac0.2 Pm0.8,Ac,Pm,0
Pr0.2 Pm0.8,Pr,Pm,0
Th0.2 Pm0.8,Th,Pm,0
Pb0.2 Pm0.8,Pb,Pm,0
